"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"MA","Mastercard Incorporated","77.36","8958362575.04","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","24.1","1581767036.7","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","27.9","575284887","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","23.83","1020847078.88","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","6.4","120148294.4","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MVNR","Mavenir Systems, Inc.","14.5","337473333.5","n/a","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/mvnr",
"MXT","Maxcom Telecomunicaciones SAB de CV","1.72","198047322.24","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mxt",
"MMS","Maximus, Inc.","48.18","3275811294.36","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","9.55","332237232.45","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MBI","MBIA, Inc.","13.17","2531903025.54","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MNI","McClatchy Company (The)","4.94","426517475.8","n/a","1988","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"MKC","McCormick & Company, Incorporated","65.62","7808915702.16","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC/V","McCormick & Company, Incorporated","65.96","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mkc/v",
"MDR","McDermott International, Inc.","8.58","2029894658.22","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","95.89","95413442425.96","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","2.98","789442176.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MHFI","McGraw Hill Financial, Inc.","79.56","21544848000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mhfi",
"MCK","McKesson Corporation","174.78","40221560530.98","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","34.4","6495770197.6","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MJN","Mead Johnson Nutrition Company","80.73","16306258656.87","n/a","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MIG","Meadowbrook Insurance Group, Inc.","5.37","267894264","n/a","1995","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mig",
"MWV","Meadwestvaco Corporation","36.21","6441026182.02","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/mwv",
"MTL","Mechel OAO","1.96","815890660.2","n/a","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel OAO","0.375","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MEG","Media General, Inc.","16.92","1436327768.16","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/meg",
"MPW","Medical Properties Trust, Inc.","13.07","2111744876.77","n/a","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","26.85","372793267.05","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","13.87","557571406.31","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"MCQ","Medley Capital Corporation","25.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcq",
"MCV","Medley Capital Corporation","24.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"MD","Mednax, Inc","60.35","6070460815.1","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"MDT","Medtronic, Inc.","57.81","57714627605.64","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"MW","Men&#39;s Wearhouse, Inc. (The)","49.68","2358070738.56","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/mw",
"MRK","Merck & Company, Inc.","56.27","164416937796.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","45.09","2478164075.28","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","45.63","2039128543.53","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","49.33","1896447453","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","12.32","1204896000","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"MER^D","Merrill Lynch & Co., Inc.","25.43","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^d",
"MER^E","Merrill Lynch & Co., Inc.","25.46","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^e",
"MER^F","Merrill Lynch & Co., Inc.","25.5","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^f",
"MER^K","Merrill Lynch & Co., Inc.","25.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"MER^M","Merrill Lynch & Co., Inc.","25.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^m",
"MER^P","Merrill Lynch & Co., Inc.","25.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"PIY","Merrill Lynch Depositor, Inc.","25.93","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"PYY","Merrill Lynch Depositor, Inc.","24.1999","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pyy",
"PZB","Merrill Lynch Depositor, Inc.","24.1001","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pzb",
"MTR","Mesa Royalty Trust","22.64","42191677.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","21.8","286016218","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","33.81","1263896847.78","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","49.97","56019198901.64","n/a","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","22.07","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"MET^B","MetLife, Inc.","25.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^b",
"MLG","MetLife, Inc.","25.26","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mlg",
"MLU","MetLife, Inc.","29.38","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mlu",
"MTD","Mettler-Toledo International, Inc.","248.05","7363686466.95","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","13.7692","84039045.4336","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","25.88","364496171.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","7.79","2852796691.51","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","23.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^b",
"MFO","MFA Financial, Inc.","25.58","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"MIL","MFC Industrial Ltd.","7.16","449844914.32","n/a","n/a","Consumer Durables","Steel/Iron Ore","http://www.nasdaq.com/symbol/mil",
"MCR","MFS Charter Income Trust","9.08","498375104.08","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","5.7","185826366.9","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","5.27","621468096.45","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","6.48","507890113.92","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.31","259893951.61","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","7.4","51760017.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","9.08","3066844174.52","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGM","MGM Resorts International","27.49","13471923301.74","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","99.32","20246438413.76","n/a","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MAA","Mid-America Apartment Communities, Inc.","68.39","5113946301.31","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MEP","Midcoast Energy Partners, L.P.","20.4","461245142.4","n/a","2013","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/mep",
"MSL","MidSouth Bancorp","17.61","198210464.43","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MPO","Midstates Petroleum Company, Inc.","4.33","296201227.5","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MM","Millennial Media, Inc.","6.23","661700149.46","n/a","2012","Technology","Advertising","http://www.nasdaq.com/symbol/mm",
"MILL","Miller Energy Resources, Inc.","6.49","288965815.71","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mill",
"MILL^C","Miller Energy Resources, Inc.","25.0467","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mill^c",
"MILL^D","Miller Energy Resources, Inc.","23.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mill^d",
"MLR","Miller Industries, Inc.","18.07","203272664.53","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"MR","Mindray Medical International Limited","36","4312813068","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mr",
"MSA","Mine Safety Appliances Company","51.69","1922377461.9","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"MTX","Minerals Technologies Inc.","53.96","1857899781.76","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP^D","Mississippi Power Company","25.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","22.8","647129002.8","n/a","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","5.87","83043003789.95","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MIXT","MiX Telematics Limited","11.8","311048000","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","4.16","50303915592.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","17.29","17194206276.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","11.8","280057636.4","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","14.52","690822846.12","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MHK","Mohawk Industries, Inc.","143.36","10411497492.48","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","37.45","1713726980","n/a","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"TAP","Molson Coors Brewing  Company","56.68","9030839363.52","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP/A","Molson Coors Brewing  Company","56.95","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap/a",
"MCP","Molycorp, Inc","5.19","1247545964.55","n/a","2010","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mcp",
"MNR","Monmouth Real Estate Investment Corporation","9.65","438451465.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR^A","Monmouth Real Estate Investment Corporation","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^a",
"MNR^B","Monmouth Real Estate Investment Corporation","25.7788","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"MON","Monsanto Company","109.01","57216808957.99","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MWW","Monster Worldwide, Inc.","8.02","841079888.08","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"MTS","Montgomery Street Income Securities, Inc.","16.07","166640677.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mts",
"MRH","Montpelier Re Holdings Ltd.","28.09","1388844600.3","n/a","2002","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mrh",
"MRH^A","Montpelier Re Holdings Ltd.","26.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrh^a",
"MCO","Moody&#39;s Corporation","78.9","16971390000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG/A","Moog Inc.","62.48","0","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mog/a",
"MOG/B","Moog Inc.","62.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog/b",
"MS","Morgan Stanley","29.94","58423132174.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","19.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","26.66","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","25.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^f",
"MSJ","Morgan Stanley","25.04","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/msj",
"MSK","Morgan Stanley","24.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msk",
"MSZ","Morgan Stanley","25.1","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msz",
"MWG","Morgan Stanley","24.91","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwg",
"MWO","Morgan Stanley","24.24","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwo",
"MWR","Morgan Stanley","24.78","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwr",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","16.14","300173172.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","22.13","484236820.45","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"RNE","Morgan Stanley Eastern Europe Fund, Inc.","19.02","65679673.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rne",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","9.712","229878533.632","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","12.68","918431876.48","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","14.979","218633484","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","17.1896","306571548.2056","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","48.13","20502444785.97","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","65.45","16932741568.05","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","39.48","1002993387.48","n/a","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","49.31","3644158409.3","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","25.31","2575399485.37","n/a","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"ICB","MS Income Securities, Inc.","17.25","155745834","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"HJN","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","24.9963","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjn",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","14.25","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"HJJ","MS Structured Asset Corp SATURNS Goldman Sachs","24.05","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjj",
"HJR","MS Structured Asset Corp.","24.8","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjr",
"MSM","MSC Industrial Direct Company, Inc.","85.29","5299703792.82","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","43.83","5189644032.75","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"MLI","Mueller Industries, Inc.","62.3","1761482722.3","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
"MWA","MUELLER WATER PRODUCTS","9.57","1520692618.5","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mwa",
"MUR","Murphy Oil Corporation","59.25","11078719642.5","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","39.45","1844023816.2","n/a","2013","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","23.22","267030000","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","14.48","327504122.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvc",
"MVCB","MVC Capital, Inc.","25.47","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb",
"MYE","Myers Industries, Inc.","21.41","725097437.12","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"NBR","Nabors Industries Ltd.","22.32","6588111057.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NC","NACCO Industries, Inc.","58.4","461697143.2","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/nc",
"NTE","Nam Tai Electronics, Inc.","6.05","271062596.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nte",
"NBHC","National Bank Holdings Corporation","19.59","890439177.99","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NBG","National Bank of Greece SA","4.92","1179043929","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nbg",
"NBG^A","National Bank of Greece SA","15.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nbg^a",
"NFG","National Fuel Gas Company","75.33","6308575784.46","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","68.84","51358676158.04","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","61.4","2029342206.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nhi",
"NOV","National Oilwel Varcol, Inc.","74.34","31824967975.92","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","83.25","574459965","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","35.22","4291824214.14","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nnn",
"NNN^D","National Retail Properties","23.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^d",
"NNN^E","National Retail Properties","20.53","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^e",
"SID","National Steel Company","4.55","6633763991.4","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sid",
"NSM","Nationstar Mortgage Holdings Inc.","28.84","2605592194.8","n/a","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NW^C","Natl Westminster Pfd","25.52","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NGS","Natural Gas Services Group, Inc.","32.16","398938464.48","n/a","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","40.52","910570707.6","n/a","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","15.23","1672442973.84","n/a","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","2.67","146457630.15","n/a","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","8.5","264797576","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NCI","Navigant Consulting, Inc.","17.15","848445451.7","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","23.73","1312904964","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","3.96","533075170.32","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","9.41","972752087.72","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","24.6001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^g",
"NMM","Navios Maritime Partners LP","16.9","1200477354.7","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","36.91","2998643068.93","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","11.94","0","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav^d",
"NCS","NCI Building Systems, Inc.","17.32","1294467529.2","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ncs",
"NCR","NCR Corporation","33.83","5629312000","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr",
"NP","Neenah Paper, Inc.","50.28","814536000","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np",
"NNI","Nelnet, Inc.","35.9","1664605025.2","n/a","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","7.78","243169664.98","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"N","Netsuite Inc","117.86","8802274272.58","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NSR","Neustar, Inc.","35.07","2196046821.99","n/a","2005","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nsr",
"HYB","New America High Income Fund, Inc. (The)","9.96","231591653.04","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/hyb",
"GF","New Germany Fund, Inc. (The)","19.6","315459452","n/a","1990","n/a","n/a","http://www.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","13.9","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","14.22","71588058.84","n/a","1990","n/a","n/a","http://www.nasdaq.com/symbol/irl",
"NEWM","New Media Investment Group Inc.","13.1","0","n/a","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/newm",
"NMFC","New Mountain Finance Corporation","14.97","711819832.35","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/nmfc",
"EDU","New Oriental Education & Technology Group, Inc.","30.15","4724384008.05","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edu",
"NRZ","New Residential Investment Corp.","6.41","1622924048.39","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrz",
"NSLP","New Source Energy Partners L.P.","24.55","275937335.5","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nslp",
"NWY","New York & Company, Inc.","4.36","277709772.72","n/a","2004","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/nwy",
"NYCB","New York Community Bancorp, Inc.","16.11","7102391937.75","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb",
"NYCB^U","New York Community Bancorp, Inc.","48.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nycb^u",
"NYT","New York Times Company (The)","15.73","2355742669.28","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nyt",
"NCT","Newcastle Investment Corporation","4.92","1729084800","n/a","2002","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nct",
"NCT^B","Newcastle Investment Corporation","25.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^b",
"NCT^C","Newcastle Investment Corporation","24.754","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^c",
